timestamp,voltage_v,frequency_hz
2026-08-03T20:47:35.059720,230.0,50.0
2026-08-03T20:47:37.444347,230.0,50.0
2026-08-03T20:47:39.958203,230.0,50.0
2026-08-03T20:47:44.720077,230.0,50.0
2026-08-03T20:47:47.157212,230.0,50.0
2026-08-03T20:47:49.520398,230.0,50.0
2026-08-03T20:47:51.964772,230.0,50.0
2026-08-03T20:47:54.420527,230.0,50.0
2026-08-03T20:47:56.947522,230.0,50.0
2026-08-03T20:47:59.452843,230.0,50.0
2026-08-03T20:48:01.935941,230.0,50.0
2026-08-03T20:48:06.928982,230.0,50.0
2026-08-03T20:48:09.334573,230.0,50.0
2026-08-03T20:48:11.953600,230.0,50.0
2026-08-03T20:48:14.337102,230.0,50.0
2026-08-03T20:48:16.964272,230.0,50.0
2026-08-03T20:48:19.379755,230.0,50.0
2026-08-03T20:48:21.980343,230.0,50.0
2026-08-03T20:48:24.315284,230.0,50.0
2026-08-03T20:48:26.960578,230.0,50.0
2026-08-03T20:48:29.271557,230.0,50.0
2026-08-03T20:48:32.069757,230.0,50.0
2026-08-03T20:48:36.841190,230.0,50.0
2026-08-03T20:48:45.356293,230.0,50.0
2026-08-03T20:48:47.979912,230.0,50.0
2026-08-03T20:48:53.340143,230.0,50.0
2026-08-03T20:48:55.966476,230.0,50.0
2026-08-03T20:48:58.348855,230.0,50.0
2026-08-03T20:49:01.473158,230.0,50.0
2026-08-03T20:49:03.970835,230.0,50.0
2026-08-03T20:49:06.402565,230.0,50.0
2026-08-03T20:49:09.001803,230.0,50.0
2026-08-03T20:49:11.369310,230.0,50.0
2026-08-03T20:49:13.977539,230.0,50.0
2026-08-03T20:49:16.358821,230.0,50.0
2026-08-03T20:49:21.376464,230.0,50.0
2026-08-03T20:49:23.975289,230.0,50.0
2026-08-03T20:49:26.297304,230.0,50.0
2026-08-03T20:49:28.976044,230.0,50.0
2026-08-03T20:49:31.306863,230.0,50.0
2026-08-03T20:49:33.980218,230.0,50.0
2026-08-03T20:49:36.335303,230.0,50.0
2026-08-03T20:49:38.972160,230.0,50.0
2026-08-03T20:49:41.282081,230.0,50.0
2026-08-03T20:49:43.602146,230.0,50.0
2026-08-03T20:49:45.985814,230.0,50.0
2026-08-03T20:49:48.311942,230.0,50.0
2026-08-03T20:49:50.978776,230.0,50.0
2026-08-03T20:49:53.299361,230.0,50.0
2026-08-03T20:49:55.618259,230.0,50.0
2026-08-03T20:49:57.980784,230.0,50.0
2026-08-03T20:50:00.283998,230.0,50.0
2026-08-03T20:50:02.990267,230.0,50.0
2026-08-03T20:50:05.421995,230.0,50.0
2026-08-03T20:50:08.007791,230.0,50.0
2026-08-03T20:50:10.376126,230.0,50.0
2026-08-03T20:50:12.991838,230.0,50.0
2026-08-03T20:50:15.338751,230.0,50.0
2026-08-03T20:50:18.001895,230.0,50.0
2026-08-03T20:50:20.380632,230.0,50.0
2026-08-03T20:50:22.996675,230.0,50.0
2026-08-03T20:50:25.318473,230.0,50.0
2026-08-03T20:50:28.003398,230.0,50.0
2026-08-03T20:50:30.401219,230.0,50.0
2026-08-03T20:50:33.001068,230.0,50.0
2026-08-03T20:50:35.356406,230.0,50.0
2026-08-03T20:50:38.001281,230.0,50.0
2026-08-03T20:50:40.424790,230.0,50.0
2026-08-03T20:50:43.024440,230.0,50.0
2026-08-03T20:50:45.349716,230.0,50.0
2026-08-03T20:50:48.012493,230.0,50.0
2026-08-03T20:50:50.407345,230.0,50.0
2026-08-03T20:50:53.019105,230.0,50.0
2026-08-03T20:50:55.382786,230.0,50.0
2026-08-03T20:51:07.261255,230.0,50.0
2026-08-03T20:51:09.634448,230.0,50.0
2026-08-03T20:51:12.034333,230.0,50.0
2026-08-03T20:51:21.187802,230.0,50.0
2026-08-03T20:51:23.480011,230.0,50.0
2026-08-03T20:51:26.023822,230.0,50.0
2026-08-03T20:51:28.345517,230.0,50.0
2026-08-03T20:51:31.039771,230.0,50.0
2026-08-03T20:51:33.367542,230.0,50.0
2026-08-03T20:51:36.029852,230.0,50.0
2026-08-03T20:51:38.426809,230.0,50.0
2026-08-03T20:51:41.033037,230.0,50.0
2026-08-03T20:51:43.346700,230.0,50.0
2026-08-03T20:51:46.056730,230.0,50.0
2026-08-03T20:51:48.431296,230.0,50.0
2026-08-03T20:51:51.039259,230.0,50.0
2026-08-03T20:51:53.413651,230.0,50.0
2026-08-03T20:51:56.040535,230.0,50.0
2026-08-03T20:51:58.362055,230.0,50.0
2026-08-03T20:52:01.046400,230.0,50.0
2026-08-03T20:52:03.484185,230.0,50.0
2026-08-03T20:52:06.047560,230.0,50.0
2026-08-03T20:52:08.382584,230.0,50.0
2026-08-03T20:52:11.051441,230.0,50.0
2026-08-03T20:52:13.351947,230.0,50.0
2026-08-03T20:52:15.662024,230.0,50.0
2026-08-03T20:52:18.049083,230.0,50.0
2026-08-03T20:52:20.360542,230.0,50.0
2026-08-03T20:52:22.666847,230.0,50.0
2026-08-03T20:52:25.076117,230.0,50.0
2026-08-03T20:52:27.462977,230.0,50.0
2026-08-03T20:52:30.063861,230.0,50.0
2026-08-03T20:52:32.421002,230.0,50.0
2026-08-03T20:52:35.063516,230.0,50.0
2026-08-03T20:52:37.416298,230.0,50.0
2026-08-03T20:52:40.068790,230.0,50.0
2026-08-03T20:52:42.381944,230.0,50.0
2026-08-03T20:52:45.065828,230.0,50.0
2026-08-03T20:52:47.398198,230.0,50.0
2026-08-03T20:52:50.071571,230.0,50.0
2026-08-03T20:52:52.419287,230.0,50.0
2026-08-03T20:52:55.114971,230.0,50.0
2026-08-03T20:52:57.480050,230.0,50.0
2026-08-03T20:53:00.085512,230.0,50.0
2026-08-03T20:53:02.412979,230.0,50.0
2026-08-03T20:53:05.081788,230.0,50.0
2026-08-03T20:53:07.414642,230.0,50.0
2026-08-03T20:53:10.087566,230.0,50.0
2026-08-03T20:53:12.462600,230.0,50.0
2026-08-03T20:53:15.084631,230.0,50.0
2026-08-03T20:53:17.401137,230.0,50.0
2026-08-03T20:53:20.091765,230.0,50.0
2026-08-03T20:53:22.480967,230.0,50.0
2026-08-03T20:53:25.089657,230.0,50.0
2026-08-03T20:53:27.442014,230.0,50.0
2026-08-03T20:53:30.095007,230.0,50.0
2026-08-03T20:53:32.468941,230.0,50.0
2026-08-03T20:53:35.116798,230.0,50.0
2026-08-03T20:53:37.543841,230.0,50.0
2026-08-03T20:53:40.092294,230.0,50.0
2026-08-03T20:53:42.441777,230.0,50.0
2026-08-03T20:53:45.096864,230.0,50.0
2026-08-03T20:53:47.447046,230.0,50.0
2026-08-03T20:53:50.108313,230.0,50.0
2026-08-03T20:53:52.485957,230.0,50.0
2026-08-03T20:53:55.101084,230.0,50.0
2026-08-03T20:53:57.440052,230.0,50.0
2026-08-03T20:54:00.103483,230.0,50.0
2026-08-03T20:54:02.469814,230.0,50.0
2026-08-03T20:54:05.111195,230.0,50.0
2026-08-03T20:54:07.496491,230.0,50.0
2026-08-03T20:54:10.111713,230.0,50.0
2026-08-03T20:54:12.512760,230.0,50.0
2026-08-03T20:54:15.112817,230.0,50.0
2026-08-03T20:54:17.524783,230.0,50.0
2026-08-03T20:54:20.115605,230.0,50.0
2026-08-03T20:54:22.431300,230.0,50.0
2026-08-03T20:54:24.740345,230.0,50.0
2026-08-03T20:54:27.119675,230.0,50.0
2026-08-03T20:54:29.437269,230.0,50.0
2026-08-03T20:54:31.750330,230.0,50.0
2026-08-03T20:54:34.125046,230.0,50.0
2026-08-03T20:54:43.344799,230.0,50.0
2026-08-03T20:54:45.696818,230.0,50.0
2026-08-03T20:54:48.174951,230.0,50.0
2026-08-03T20:54:50.531220,230.0,50.0
2026-08-03T20:54:53.134562,230.0,50.0
2026-08-03T20:54:55.535287,230.0,50.0
2026-08-03T20:54:58.141253,230.0,50.0
2026-08-03T20:55:00.481687,230.0,50.0
2026-08-03T20:55:03.134889,230.0,50.0
2026-08-03T20:55:05.556276,230.0,50.0
2026-08-03T20:55:08.140997,230.0,50.0
2026-08-03T20:55:10.532947,230.0,50.0
2026-08-03T20:55:13.150503,230.0,50.0
2026-08-03T20:55:15.469351,230.0,50.0
2026-08-03T20:55:18.139990,230.0,50.0
2026-08-03T20:55:20.431463,230.0,50.0
2026-08-03T20:55:22.749971,230.0,50.0
2026-08-03T20:55:25.178055,230.0,50.0
2026-08-03T20:55:27.577375,230.0,50.0
2026-08-03T20:55:30.148000,230.0,50.0
2026-08-03T20:55:32.574749,230.0,50.0
2026-08-03T20:55:35.164293,230.0,50.0
2026-08-03T20:55:37.590068,230.0,50.0
2026-08-03T20:55:40.155597,230.0,50.0
2026-08-03T20:55:42.500991,230.0,50.0
2026-08-03T20:55:45.151650,230.0,50.0
2026-08-03T20:55:47.466069,230.0,50.0
2026-08-03T20:55:50.162975,230.0,50.0
2026-08-03T20:55:52.500148,230.0,50.0
2026-08-03T20:55:55.182522,230.0,50.0
2026-08-03T20:55:57.559915,230.0,50.0
2026-08-03T20:56:00.160425,230.0,50.0
2026-08-03T20:56:02.471367,230.0,50.0
2026-08-03T20:56:05.172515,230.0,50.0
2026-08-03T20:56:07.536387,230.0,50.0
2026-08-03T20:56:10.173213,230.0,50.0
2026-08-03T20:56:12.535245,230.0,50.0
2026-08-03T20:56:15.173631,230.0,50.0
2026-08-03T20:56:17.548070,230.0,50.0
2026-08-03T20:56:20.169860,230.0,50.0
2026-08-03T20:56:22.488608,230.0,50.0
2026-08-03T20:56:25.178617,230.0,50.0
2026-08-03T20:56:27.566279,230.0,50.0
2026-08-03T20:56:30.265569,230.0,50.0
2026-08-03T20:56:32.579684,230.0,50.0
2026-08-03T20:56:35.255473,230.0,50.0
2026-08-03T20:56:37.588916,230.0,50.0
2026-08-03T20:56:40.186323,230.0,50.0
2026-08-03T20:56:42.505618,230.0,50.0
2026-08-03T20:56:45.187694,230.0,50.0
2026-08-03T20:56:47.528104,230.0,50.0
2026-08-03T20:56:50.193801,230.0,50.0
2026-08-03T20:56:52.543701,230.0,50.0
2026-08-03T20:56:55.187413,230.0,50.0
2026-08-03T20:56:57.664041,230.0,50.0
2026-08-03T20:57:00.190529,230.0,50.0
2026-08-03T20:57:02.554397,230.0,50.0
2026-08-03T20:57:05.202724,230.0,50.0
2026-08-03T20:57:07.533018,230.0,50.0
2026-08-03T20:57:10.199105,230.0,50.0
2026-08-03T20:57:12.645041,230.0,50.0
2026-08-03T20:57:15.198137,230.0,50.0
2026-08-03T20:57:17.562027,230.0,50.0
2026-08-03T20:57:20.197484,230.0,50.0
2026-08-03T20:57:22.558939,230.0,50.0
2026-08-03T20:57:25.202255,230.0,50.0
2026-08-03T20:57:27.507445,230.0,50.0
2026-08-03T20:57:30.204837,230.0,50.0
2026-08-03T20:57:32.538705,230.0,50.0
2026-08-03T20:57:35.208329,230.0,50.0
2026-08-03T20:57:37.762676,230.0,50.0
2026-08-03T20:57:40.213344,230.0,50.0
2026-08-03T20:57:42.693082,230.0,50.0
2026-08-03T20:57:45.211610,230.0,50.0
2026-08-03T20:57:47.645560,230.0,50.0
2026-08-03T20:57:50.218464,230.0,50.0
2026-08-03T20:57:52.612537,230.0,50.0
2026-08-03T20:57:55.215599,230.0,50.0
2026-08-03T20:57:57.736689,230.0,50.0
2026-08-03T20:58:00.221633,230.0,50.0
2026-08-03T20:58:02.602282,230.0,50.0
2026-08-03T20:58:05.241649,230.0,50.0
2026-08-03T20:58:07.622143,230.0,50.0
2026-08-03T20:58:10.257994,230.0,50.0
2026-08-03T20:58:12.735986,230.0,50.0
2026-08-03T20:58:15.254157,230.0,50.0
2026-08-03T20:58:19.987823,230.0,50.0
2026-08-03T20:58:22.367993,230.0,50.0
2026-08-03T20:58:24.759701,230.0,50.0
2026-08-03T20:58:29.324016,230.0,50.0
2026-08-03T20:58:31.666447,230.0,50.0
2026-08-03T20:58:34.242478,230.0,50.0
2026-08-03T20:58:36.606312,230.0,50.0
2026-08-03T20:58:39.241870,230.0,50.0
2026-08-03T20:58:41.620041,230.0,50.0
2026-08-03T20:58:44.256473,230.0,50.0
2026-08-03T20:58:46.770584,230.0,50.0
2026-08-03T20:58:49.247871,230.0,50.0
2026-08-03T20:58:51.751450,230.0,50.0
2026-08-03T20:58:54.246237,230.0,50.0
2026-08-03T20:58:56.546954,230.0,50.0
2026-08-03T20:58:58.848089,230.0,50.0
2026-08-03T20:59:01.248062,230.0,50.0
2026-08-03T20:59:03.576235,230.0,50.0
2026-08-03T20:59:06.264136,230.0,50.0
2026-08-03T20:59:08.577132,230.0,50.0
2026-08-03T20:59:10.905234,230.0,50.0
2026-08-03T20:59:13.278427,230.0,50.0
2026-08-03T20:59:15.706170,230.0,50.0
2026-08-03T20:59:18.263244,230.0,50.0
2026-08-03T20:59:20.614665,230.0,50.0
2026-08-03T20:59:23.274739,230.0,50.0
2026-08-03T20:59:25.788567,230.0,50.0
2026-08-03T20:59:28.269653,230.0,50.0
2026-08-03T20:59:30.716771,230.0,50.0
2026-08-03T20:59:33.262467,230.0,50.0
2026-08-03T20:59:35.621529,230.0,50.0
2026-08-03T20:59:38.271075,230.0,50.0
2026-08-03T20:59:40.577954,230.0,50.0
2026-08-03T20:59:42.879111,230.0,50.0
2026-08-03T20:59:45.272357,230.0,50.0
2026-08-03T20:59:47.591088,230.0,50.0
2026-08-03T21:04:20.438130,230.0,50.0
2026-08-03T21:04:22.909247,230.0,50.0
2026-08-03T21:04:25.469384,230.0,50.0
2026-08-03T21:04:28.006965,230.0,50.0
2026-08-03T21:04:32.535084,230.0,50.0
2026-08-03T21:04:35.029192,230.0,50.0
2026-08-03T21:04:37.509582,230.0,50.0
2026-08-03T21:04:39.920836,230.0,50.0
2026-08-03T21:04:42.423284,230.0,50.0
2026-08-03T21:04:44.859370,230.0,50.0
2026-08-03T21:04:47.446445,230.0,50.0
2026-08-03T21:04:49.938040,230.0,50.0
2026-08-03T21:04:54.649048,230.0,50.0
2026-08-03T21:04:57.429027,230.0,50.0
2026-08-03T21:04:59.999899,230.0,50.0
2026-08-03T21:05:02.477068,230.0,50.0
2026-08-03T21:05:04.901540,230.0,50.0
2026-08-03T21:05:07.435529,230.0,50.0
2026-08-03T21:05:10.464474,230.0,50.0
2026-08-03T21:05:14.119489,230.0,50.0
2026-08-03T21:05:18.010086,230.0,50.0
2026-08-03T21:05:20.674644,230.0,50.0
2026-08-03T21:05:23.437640,230.0,50.0
2026-08-03T21:05:25.875216,230.0,50.0
2026-08-03T21:05:28.440948,230.0,50.0
2026-08-03T21:05:30.938466,230.0,50.0
2026-08-03T21:05:33.451850,230.0,50.0
2026-08-03T21:05:35.960356,230.0,50.0
2026-08-03T21:05:38.460685,230.0,50.0
2026-08-03T21:05:40.928013,230.0,50.0
2026-08-03T21:05:43.450608,230.0,50.0
2026-08-03T21:05:45.943194,230.0,50.0
2026-08-03T21:05:50.388151,230.0,50.0
2026-08-03T21:05:53.999931,230.0,50.0
2026-08-03T21:05:58.502139,230.0,50.0
2026-08-03T21:06:02.920594,230.0,50.0
2026-08-03T21:06:07.318526,230.0,50.0
2026-08-03T21:06:11.694353,230.0,50.0
2026-08-03T21:06:16.114390,230.0,50.0
2026-08-03T21:06:20.562368,230.0,50.0
2026-08-03T21:06:24.977690,230.0,50.0
2026-08-03T21:06:29.387436,230.0,50.0
2026-08-03T21:06:33.759463,230.0,50.0
2026-08-03T21:06:38.150386,230.0,50.0
2026-08-03T21:06:42.623407,230.0,50.0
2026-08-03T21:06:47.005579,230.0,50.0
2026-08-03T21:06:51.440476,230.0,50.0
2026-08-03T21:06:55.838435,230.0,50.0
2026-08-03T21:07:00.281265,230.0,50.0
2026-08-03T21:07:04.712505,230.0,50.0
2026-08-03T21:07:09.083637,230.0,50.0
2026-08-03T21:07:13.465111,230.0,50.0
2026-08-03T21:07:17.856354,230.0,50.0
2026-08-03T21:07:22.255186,230.0,50.0
2026-08-03T21:07:26.912922,230.0,50.0
2026-08-03T21:07:31.303836,230.0,50.0
2026-08-03T21:07:35.688160,230.0,50.0
2026-08-03T21:07:40.108828,230.0,50.0
2026-08-03T21:07:44.611112,230.0,50.0
2026-08-03T21:07:48.990261,230.0,50.0
2026-08-03T21:07:53.550862,230.0,50.0
2026-08-03T21:07:57.978795,230.0,50.0
2026-08-03T21:08:02.393981,230.0,50.0
2026-08-03T21:08:06.838750,230.0,50.0
2026-08-03T21:08:11.398601,230.0,50.0
2026-08-03T21:08:15.912159,230.0,50.0
2026-08-03T21:08:20.609182,230.0,50.0
2026-08-03T21:08:25.304239,230.0,50.0
2026-08-03T21:08:30.057549,230.0,50.0
2026-08-03T21:08:34.636079,230.0,50.0
2026-08-03T21:08:39.775200,230.0,50.0
2026-08-03T21:08:44.242162,230.0,50.0
2026-08-03T21:08:48.851622,230.0,50.0
2026-08-03T21:09:06.008661,230.0,50.0
2026-08-03T21:09:10.423414,230.0,50.0
2026-08-03T21:09:14.878813,230.0,50.0
2026-08-03T21:09:19.286890,230.0,50.0
2026-08-03T21:09:23.769022,230.0,50.0
2026-08-03T21:09:28.186821,230.0,50.0
2026-08-03T21:09:32.707469,230.0,50.0
2026-08-03T21:09:37.284648,230.0,50.0
2026-08-03T21:09:42.643090,230.0,50.0
2026-08-03T21:09:47.181696,230.0,50.0
2026-08-03T21:09:52.783749,230.0,50.0
2026-08-03T21:09:57.392752,230.0,50.0
2026-08-03T21:10:02.187095,230.0,50.0
2026-08-03T21:10:06.621124,230.0,50.0
2026-08-03T21:10:11.102571,230.0,50.0
